title,doi,volume,date,year,month,abstract,issn,githubs-scraped
Understanding consumers’ willingness to use ride-sharing services: The roles of perceived value and perceived risk,10.1016/j.trc.2019.05.044,105,2019-08-01,2019,8,"In order to popularise the sustainable transport innovation of ride-sharing, it is critical for service providers and policymakers to understand the factors affecting ride-sharing willingness of potential users. This research explores the drivers of non-users’ willingness to use ride-sharing services from the perspectives of perceived value and perceived risk, where perceived value and perceived risk are both conceptualised as formative second-order constructs constituted by their first-order value components and risk components. The data was collected in China through an online questionnaire from 378 respondents who had never used a ride-sharing platform. Partial least squares structural equation modelling (PLS-SEM) is used to verify the research model and hypotheses. The empirical results reveal that perceived value is positively associated with consumer willingness to participate in ride-sharing, but perceived risk is negatively related to consumers’ ride-sharing intention. Contrary to expectations, perceived risk positively moderates the effect of perceived value on consumers’ ride-sharing intention. This study contributes to a deeper understanding of the effects of consumers’ value perception and risk perception on their acceptance of internet-based ride-sharing services. Measures to promote ride-sharing include maximising consumers’ value of ride-sharing and their perception of value as well as reducing potential risks in ride-sharing process.",0968-090X,Not found
Modelling cyclist queue formation using a two-layer framework for operational cycling behaviour,10.1016/j.trc.2019.06.012,105,2019-08-01,2019,8,"Operational cycling behaviour is greatly understudied, even lacking a definition of what this behavioural level actually entails in terms of decision making. In this paper, we define the cyclist operational level and argue that it consists of two intertwined processes, a mental and a physical process. The mental process refers to path choices made within a route and the physical process refers to the bicycle control dynamics through pedalling and steering. We propose a novel two-layer framework, where each layer captures the tasks of one of the processes within the operational level. Discrete choice theory is proposed to model each layer. The plausibility of the framework is demonstrated through an application focusing on the queue formation process upstream of a red traffic light, including selecting a queuing position and cycling towards it. Models are estimated for the two layers using cyclist trajectory data collected at a signalised intersection in Amsterdam, the Netherlands. The models reveal the attributes that influence the decisions made in each layer and are face validated using simulation. The proposed framework and the (behavioural) findings of its application are the main scientific contributions of this paper, which pave the way for future research.",0968-090X,Not found
Optimization-based operations control for public transportation service with transfers,10.1016/j.trc.2019.06.011,105,2019-08-01,2019,8,"This research develops a real-time simulation-based control framework that attempts to coordinate the operations of public transportation services to allow smoother transfers and to maintain service regularity. The control actions, which include holding and change speed, are set as the solution of an optimization problem with the objective to minimize total passengers’ time in the system within a prediction horizon. The prediction horizon is defined by a number of downstream stops and subsequent buses. The predictions made include the arrival and departure times of vehicles at downstream stops and the passenger demands they are expected to serve. The model is demonstrated with a case study of three lines of the BRT system in Haifa, Israel. The results show that the model outperforms headway control and no-control alternatives in terms of total passengers’ time and on-time performance. It is only slightly worst then the headway control in terms of waiting times and denied boarding at stops. The combination of holding and change speed actions provides substantially better results than each of them individually.",0968-090X,Not found
Heterogeneity aware urban traffic control in a connected vehicle environment: A joint framework for congestion pricing and perimeter control,10.1016/j.trc.2019.06.007,105,2019-08-01,2019,8,"Real-time control of large-scale urban networks has been attracting significant research attention. This paper, using the information provided by connected vehicles, proposes a novel control approach based on the concept of perimeter control to maximize the social welfare of all vehicles. The contributions of this paper are threefold. First, we consider vehicle heterogeneity (i.e. corresponding to different transportation modes, or with different occupancies, values of time, priority levels, etc.) and integrate a priority scheme into perimeter control to improve both the traffic performance and the social welfare. This is achieved by installing priority lanes at some of the perimeter intersections. Unlike the existing research works that provide priority to certain traffic modes, we dynamically identify the groups of vehicles that we should prioritize, in order to maximize the social welfare. Second, we develop a model predictive control approach to simultaneously optimize the toll for using the priority lanes and the traffic signal timings at the perimeter intersections. This approach can explicitly handle the constraint of the storage capacity of each intersection link. Third, we propose a recursive estimation algorithm to update our knowledge on the distribution of the value of times (VOTs), using the lane choice information of connected vehicles. The proposed approach is tested in a simulated network which resembles the main features of the city center of Zurich, Switzerland. By using the proposed strategy, the traffic accumulation inside the network is still stabilized, and the monetary costs due to delay are significantly reduced at the entire network (up to 25.8%) compared to the strategy without priority. The distribution of the combined cost (including cost due to delay and tolls) is more uniform across VOT groups than that resulting from the strategy without priority. It is also shown that the proposed recursive estimation algorithm quickly converges and further improves the social welfare.",0968-090X,Not found
Surrogate-based simulation optimization approach for day-to-day dynamics model calibration with real data,10.1016/j.trc.2019.06.009,105,2019-08-01,2019,8,"This paper investigates the day-to-day dynamics model from the perspective of travelers’ actual route choice behaviors, and calibrates and validates the route-based day-to-day dynamics model with the real-world license plate recognition (LPR) data. Due to the highly nonlinear and multi-modal response function in the calibration of the optimization problem, traditional gradient-based nonlinear regression algorithms or other analytical optimization approaches are inapplicable to deal with the calibration work. In this paper, a surrogate-based simulation optimization approach is proposed to deal with the expensive-to-evaluate response function in the day-to-day dynamics calibration work. More specifically, the kriging metamodel is adopted to surrogate the optimization function of the calibration process. With this meta-modeling approach, a sound solution can be achieved with only a few sampling points in a comfortably afforded computation burden, thus giving a valid estimation of the parameters in the day-to-day dynamics model. Finally, a case study based on the real-world LPR data is conducted to validate the proposed model and calibration method.",0968-090X,Not found
Corridor level cooperative trajectory optimization with connected and automated vehicles,10.1016/j.trc.2019.06.002,105,2019-08-01,2019,8,"Trajectory planning for connected and automated vehicles (CAVs) has been studied at both isolated intersections and multiple intersections under the fully CAV environment in the literature. However, most of the existing studies only model limited interactions of vehicle trajectories at the microscopic level, without considering the coordination between vehicle trajectories. This study proposes a mixed-integer linear programming (MILP) model to cooperatively optimize the trajectories of CAVs along a corridor for system optimality. The car-following and lane-changing behaviors of each vehicle along the entire path are optimized together. The trajectories of all vehicles along the corridor are coordinated for system optimality in terms of total vehicle delay. All vehicle movements (i.e., left-turning, through, and right-turning) are considered at each intersection. The ingress lanes are not associated with any specific movement and can be used for all vehicle movements, which provides much more flexibility. Vehicles are controlled to pass through intersections without traffic signals. Due to varying traffic conditions, the planning horizon is adaptively adjusted in the implementation procedure of the proposed model to find a balance between solution feasibility and computational burden. Numerical studies validate the advantages of the proposed CAV-based control over the coordinated fixed-time control at different demand levels in terms of vehicle delay and throughput. The analyses of the safety time gaps for collision avoidance within intersection areas show the promising benefits of traffic management under the fully CAV environment.",0968-090X,Not found
Electrifying urban ridesourcing fleets at no added cost through efficient use of charging infrastructure,10.1016/j.trc.2019.05.041,105,2019-08-01,2019,8,"Ridesourcing fleets present an opportunity for rapid uptake of battery electric vehicles (BEVs) but adoption has largely been limited to small pilot projects. Lack of charging infrastructure presents a major barrier to scaling up, but little public information exists on the infrastructure needed to support ridesourcing electrification. With data on ridesourcing trips for New York City and San Francisco, and using agent-based simulations of BEV fleets, we show that given a sparse network of three to four 50 kW chargers per square mile, BEVs can provide the same level of service as internal combustion engine vehicles (ICEVs) at lower cost. This suggests that the cost of charging infrastructure is not a significant barrier to ridesourcing electrification. With coordinated use of charging infrastructure across vehicles, we also find that fleet performance becomes robust to variation in battery range and placement of chargers. Our analysis suggests that mandates on ridesourcing such as the California Clean Miles Standard could achieve electrification without significantly increasing the cost of ridesourcing services.",0968-090X,Not found
Integrated condition-based track maintenance planning and crew scheduling of railway networks,10.1016/j.trc.2019.05.045,105,2019-08-01,2019,8,"We develop a multi-level decision making approach for optimal condition-based maintenance planning of a railway network divided into a large number of sections with independent stochastic deterioration dynamics. At higher level, a chance-constrained Model Predictive Control (MPC) controller determines the long-term section-wise maintenance plan, minimizing condition deterioration and maintenance costs for a finite planning horizon, while ensuring that the deterioration level of each section stays below the maintenance threshold with a given probabilistic guarantee in the presence of parameter uncertainty. The resulting large MPC optimization problem containing both continuous and discrete decision variables is solved using Dantzig-Wolfe decomposition to improve the scalability of the proposed approach. At a lower level, the optimal short-term scheduling of the maintenance interventions suggested by the high-level controller and the optimal routing of the corresponding maintenance crew is formulated as a capacitated arc routing problem, which is solved exactly by transforming it into a node routing problem. The proposed approach is illustrated by a numerical case study on the optimal treatment of squats of a regional Dutch railway network. Simulation results show that the proposed approach is robust, non-conservative, and scalable.",0968-090X,Not found
Estimating the impacts of transit signal priority on intersection operations: A moving bottleneck approach,10.1016/j.trc.2019.06.003,105,2019-08-01,2019,8,"Transit Signal Priority (TSP) is a commonly used strategy to improve bus operations at signalized intersections. However, the impacts of TSP in mixed traffic environments has not been analytically studied. This is a challenging problem since car queues can slow down buses, while slow-moving buses can create bottlenecks for cars in mixed traffic. Furthermore, it is typically assumed that TSP is activated using bus information obtained from a fixed detector. The benefits of TSP to buses could be improved by using information from connected buses or even connected cars. To tackle these challenges, this paper models buses as moving bottlenecks, incorporating it into a kinematic wave theory (KWT) model. A dynamic programming (DP) algorithm is developed to evaluate the changes in delays to buses and cars caused by TSP using KWT and queuing theories considering the bus as a moving bottleneck. The proposed algorithm is utilized for sensitivity tests to determine the changes to car and bus delays as a result of TSP implementation as a function of the bus detector location, bus stop location and dwell duration, the existence of a downstream bottleneck, and bus detection technology. The detector location sensitivity analysis reveals that there exists an optimal (and different) bus detector location associated with each demand. The bus stop location and bus dwell duration sensitivity tests show that TSP implementation can reduce system-wide (i.e., total car and bus) delays. However, in general, it is found that the presence of a downstream bottleneck can diminish the benefits of providing TSP. Finally, different bus detection technologies are tested to quantify the benefits of using connected buses or connected cars for TSP provision in terms of car and bus delay savings. As a result of this test, it is found that connected cars can significantly improve both car and bus delays if used for TSP provision.",0968-090X,Not found
Multistep speed prediction on traffic networks: A deep learning approach considering spatio-temporal dependencies,10.1016/j.trc.2019.05.039,105,2019-08-01,2019,8,"Multistep traffic forecasting on road networks is a crucial task in successful intelligent transportation system applications. To capture the complex non-stationary temporal dynamics and spatial correlations in multistep traffic-condition prediction, we propose a novel deep learning framework named attention graph convolutional sequence-to-sequence model (AGC-Seq2Seq). In the proposed deep learning framework, spatial and temporal dependencies are modeled through the Seq2Seq model and graph convolution network separately, and the attention mechanism along with a newly designed training method based on the Seq2Seq architecture is proposed to overcome the difficulty in multistep prediction and further capture the temporal heterogeneity of traffic pattern. We conduct numerical tests to compare AGC-Seq2Seq with other benchmark models using two real-world datasets. The results indicate that our model yields the best prediction performance in terms of various prediction error measures. Furthermore, the variations of spatio-temporal correlations of traffic conditions under different perdition steps and road segments are revealed.",0968-090X,Not found
More efficient formulations and valid inequalities for the Green Vehicle Routing Problem,10.1016/j.trc.2019.05.040,105,2019-08-01,2019,8,"The Green Vehicle Routing Problem (G-VRP) aims to efficiently route a fleet of Alternative Fuel Vehicles, based at a common depot, in order to serve a set of customers, minimizing the total travel distance. Because of the limited driving range of these vehicles, intermediate stops at the Alternative Fuel Stations must also be considered. For the G-VRP, we propose two Mixed Integer Linear Programming formulations allowing multiple visits to the stations without introducing dummy copies of them. In the first model, only one visit to a station between two customers or between a customer and the depot is allowed. While, in the second model, two consecutive visits to stations are also permitted. In addition, the two formulations are strengthened through both dominance criteria to a priori identify the stations that are more efficient to use in each route and valid inequalities, specifically tailored for the G-VRP. Computational results, carried out on benchmark instances, show that our formulations strongly outperform the exact solution approaches presented in the literature. Finally, in order to better investigate the issue of the consecutive refueling stops, a new set of instances is properly generated and significant transport insights are also provided.",0968-090X,Not found
Review of maritime traffic models from vessel behavior modeling perspective,10.1016/j.trc.2019.06.004,105,2019-08-01,2019,8,"The importance of maritime transport keeps increasing with the trade globalization. With the growing demand for waterborne transport, vessel traffic flows are also expected to increase. This paper reviews maritime traffic models from the vessel behavior modeling perspective. The maritime traffic models include the models for vessel traffic both at sea and in confined water area. The aim of this paper is to analyze the underlying modeling paradigms and to assess the extent in which maritime traffic models can represent vessel behavior. Focusing on vessel behavior modeling, this paper provides a broad overview of the current literature on maritime traffic models of the last decades. The commercial models are not included due to the limit of information. To compare the capabilities of models in capturing the vessel behavior characteristics, the considered models are assessed from different aspects of vessel behavior representation, external impact modeling, and model applicability. The assessment shows that none of the existing models describe all dynamic kinetic information in detail for different vessels and consider the impacts from a full range of external factors, which is possibly due to the specific purpose when the models were developed. The models developed for specific vessels in specific situations ignore the irrespective behavioral details in other possible scenarios. Models without proper calibration and validation limit the applicability in other cases. It also indicates that few models can accurately simulate the different vessel behavior at a microscopic level. To investigate the possible potential and limitations, the models have been assessed and discussed to indicate the underlying modeling paradigms based on the modeling characteristics. Future developments can focus on the behavior of different vessels in different types of water areas and the corresponding impacts from external conditions (e.g. visibility, wind, current), vessel encounters and traffic rules. Through calibration and validation, future models should be able to fit the vessel behavior in real-life situations.",0968-090X,Not found
A machine learning based personalized system for driving state recognition,10.1016/j.trc.2019.05.042,105,2019-08-01,2019,8,"Reliable driving state recognition (e.g. normal, drowsy, and aggressive) plays a significant role in improving road safety, driving experience and fuel efficiency. It lays the foundation for a number of advanced functions such as driver safety monitoring systems and adaptive driving assistance systems. In these applications, state recognition accuracy is of paramount importance to guarantee user acceptance. This paper is mainly focused on developing a personalized driving state recognition system by learning from non-intrusive, easily accessible vehicle related measurements and its validation using real-world driving data. Compared to conventional approaches, this paper first highlights the necessities of adopting a personalized system by analysing feature distribution of individual driver’s data and all drivers’ data via advanced data visualization and statistical analysis. If significant differences are identified, a dedicated personalized model is learnt to predict the driver’s driving state. Spearman distance is also drawn to evaluate the differences between individual driver’s data and all drivers’ data in a quantitative manner. In addition, five categories of classifiers are tested and compared to identify a suitable one for classification, where random forest with Bayesian parameter optimization outperforms others and therefore is adopted in this paper. A recently collected dataset from real-world driving experiments is adopted to evaluate the proposed system. Comparative experimental results indicate that the personalized learning system with road information significantly outperforms conventional approaches without considering personalized characteristics or road information, where the overall accuracy increases from 81.3% to 91.6%. It is believed that the newly developed personalized learning system can find a wide range of applications where diverse behaviours exist.",0968-090X,Not found
Driven by change: Commercial drivers' acceptance and efficiency perceptions of light-duty electric vehicle usage in Germany,10.1016/j.trc.2019.05.017,105,2019-08-01,2019,8,"By conducting a cross-sectional survey at Deutsche Post, a major German postal delivery service provider, we examine to what extent commercial drivers accept the substitution of conventional cars with light-duty e-vehicles (LDEVs). Specifically, we explore drivers’ acceptance from two perspectives. First, we investigate drivers’ perceived satisfaction with LDEVs compared to conventional vehicles. Second, we question whether electric cars in general increase drivers’ perceived efficiency of them. Combining these two perspectives, we show that the greater the drivers’ overall perceived satisfaction with LDEVs is, the higher is the drivers’ perceived efficiency of LDEVs. We prove this by means of perceived usefulness (perceived relative advantage) and perceived ease of use (the opposite of perceived complexity) of LDEVs, using adaptations of Davis’ Technology Acceptance Model and Rogers’ Diffusion of Innovations Theory to form our Unified Technology Acceptance Model (UTAM). Our findings suggest that, on average, drivers are slightly more satisfied with the LDEVs than with the available conventional cars (n = 66). If drivers were able to choose their preferred vehicles, the majority of them would favor LDEVs. We detect statistically significant patterns of latent measures affecting perceived usefulness and perceived ease of use of LDEVs. Although this paper focuses on German delivery service employees, the methodology presented here could easily be applied to any other enterprise in the growing logistics segment which plans to electrify its car fleet. Hence, our contributions are valuable for transportation research and, more specifically, to all potential commercial EV drivers, e.g., our insights might be relevant for the approx. 500,400 drivers employed in the German logistics sector alone.",0968-090X,Not found
A connected driver advisory system framework for merging freight trains,10.1016/j.trc.2019.05.043,105,2019-08-01,2019,8,"This paper proposes an approach to facilitate smooth merging of freight trains into a stream of passenger trains with short headways, to help drivers better control freight trains and avoid red signals. An algorithm architecture is proposed for Driver Advisory Systems (DASs) to compute time/speed advice for freight train drivers. The framework includes four parts: buffer stairway prediction, freight train movement prediction, merging window detection and merging optimization. The basic idea is to predict the traffic state in the merging area regularly and find the feasible merging time window. Proper advice can be presented to freight train drivers and help them to merge smoothly, by comparing the freight train movement to the feasible merging window. The performance of the proposed algorithms is illustrated on examples of merging freight trains in the Meteren and Kijfhoek areas on the Dutch railway network. The experimental results show the efficiency and quality of the proposed algorithms on real world size problems.",0968-090X,Not found
Investigating secondary pedestrian-vehicle interactions at non-signalized intersections using vision-based trajectory data,10.1016/j.trc.2019.06.001,105,2019-08-01,2019,8,"Vision-based trajectory data provides great details for investigating microscopic behavior and road safety at the level of interactions. Most studies investigating pedestrian-vehicle interactions at non-signalized intersections have focused on interactions at the crosswalk on the same approach where the vehicle is coming from, which are referred to as primary interactions in this study. However, secondary interactions, defined as interactions between vehicles exiting the intersection and crossing pedestrians, have not been adequately studied. Second interactions can pose more dangers to pedestrians due to the driver’s unclear knowledge of right-of-way, acceleration attempts to recover the speed, and the complex situation the driver faces in the intersection. This paper aims at studying the safety issue of secondary pedestrian-vehicle interactions at non-signalized intersections. For that purpose, a methodology is proposed based on surrogate measures of safety and behavioral measures derived from vision-based trajectories. This methodology is implemented through a case study involving ten all-way stop intersections from Montreal, Canada. Road user trajectory data are automatically extracted from the videos. Different measures are used in the study: from the interaction analysis that determines vehicle-pedestrian interactions based on a Distance-Velocity (DV) model, average crossing speeds and vehicle approaching behaviors in terms of speed and acceleration. Computer tools are developed to extract these measures from the trajectory data. Based on these measures, a comparative analysis is carried out between primary and secondary interactions. Results show that secondary interactions are more dangerous than primary interactions. Among the three secondary interaction types, secondary through interactions are the most dangerous.",0968-090X,Not found
A dual model/artificial neural network framework for privacy analysis in traffic monitoring systems,10.1016/j.trc.2019.05.031,105,2019-08-01,2019,8,"Most large scale traffic information systems rely on a combination of fixed sensors (e.g. loop detectors, cameras) and user generated data, the latter in the form of probe traces sent by smartphones or GPS devices onboard vehicles. While this type of data is relatively inexpensive to gather, it can pose multiple privacy risks, even if the location tracks are anonymous. In particular, an issue could be the possibility for an attacker to infer user location tracks from anonymous location data, which affects users privacy. In this article, we propose a new framework for analyzing a variety of privacy problems arising in transportation systems. The state of traffic is modeled by the Lighthill–Whitham–Richards traffic flow model, which is a first order scalar conservation law with a concave flux function. Given a set of traffic flow data, we show that the constraints resulting from this partial differential equation are mixed integer linear inequalities for some decision variable. These constraints allow us to determine the likelihood of two distinct location tracks being generated by the same vehicle. We then use these model-based reidentification metrics to train an artificial neural network classifier. Numerical implementations are performed on experimental data from the Mobile Century experiment, and show that this framework significantly outperforms naive reidentification techniques.",0968-090X,Not found
Robust scheduling strategies of electric buses under stochastic traffic conditions,10.1016/j.trc.2019.05.032,105,2019-08-01,2019,8,"The electric bus scheduling problem requires not only satisfying timetable constraints but also considering battery range limitation and vehicles’ recharging plans. This paper is devoted to proposing robust scheduling strategies of electric buses to tackle the challenge brought by the stochasticity of urban traffic conditions. To avoid en-route breakdown of electric buses, reduce delay costs, and achieve robustness, we propose both static and dynamic scheduling models. The static model introduces a buffer-distance strategy to tackle the adverse impacts caused by trip time stochasticity, whereas the dynamic model takes advantage of continuously-updated road traffic conditions and periodically reschedules an electric bus fleet during a day’s operations. A branch-and-price framework is extended to effectively solve both models. Using the realistic operations data of bus lines in Beijing, we conduct numerical examples to simulate the performances of the proposed models and derive some important insights. As suggested by the numerical results, the proposed models can effectively avoid en-route breakdown, while maintaining cost efficiency.",0968-090X,Not found
Extracting trips from multi-sourced data for mobility pattern analysis: An app-based data example,10.1016/j.trc.2019.05.028,105,2019-08-01,2019,8,"Passively-generated data, such as GPS data and cellular data, bring tremendous opportunities for human mobility analysis and transportation applications. Since their primary purposes are often non-transportation related, passively-generated data need to be processed to extract trips. Most existing trip extraction methods rely on data that are generated via a single positioning technology such as GPS or triangulation through cellular towers (thereby called single-sourced data). Methods to extract trips from data generated via multiple positioning technologies (called “multi-sourced data”) are absent. And yet, multi-sourced data are increasingly common. Generated using multiple technologies (e.g., GPS, cellular network- and WiFi-based), multi-sourced data contain high variances in their temporal and spatial properties. In this study, we propose a “Divide, Conquer and Integrate” (DCI) framework to extract trips from multi-sourced data. We evaluate the proposed framework by applying it to an app-based data, which is multi-sourced and has high variances in both location accuracy and observation interval (i.e. time interval between two consecutive observations). On a manually labeled sample of the app-based data, the framework outperforms the state-of-the-art SVM model that is designed for GPS data. The effectiveness of the framework is also illustrated by consistent mobility patterns obtained from the app-based data and an externally collected household travel survey data for the same region and the same period.",0968-090X,Not found
Particle filter for aircraft mass estimation and uncertainty modeling,10.1016/j.trc.2019.05.030,105,2019-08-01,2019,8,"This article investigates the estimation of aircraft mass and thrust settings of departing aircraft using a recursive Bayesian method called particle filtering. The method is based on a nonlinear state-space system derived from aircraft point-mass performance models. Using only aircraft surveillance data, flight states such as position, velocity, wind speed, and air temperature are collected and used for the estimations. With the regularized Sample Importance Re-sampling particle filter, we are able to estimate the aircraft mass within 30 seconds once an aircraft is airborne. Using this short flight segment allows the assumption of constant mass and thrust setting. The segment at the start of the climb also represents the time when maximum thrust setting is most likely to occur. This study emphasizes an important aspect of the estimation problem, the observation noise modeling. Four observation noise models are proposed, which are all based on the native navigation accuracy parameters that have been obtained automatically from the surveillance data. Simulations and experiments are conducted to test the theoretical model. The results show that the particle filter is able to quantify uncertainties, as well as determine the noise limit for an accurate estimation. The method of this study is tested with a data-set consisting of 50 Cessna Citation II flights where true masses were recorded.",0968-090X,Not found
"Investigating objective and subjective factors influencing the adoption, frequency, and characteristics of ride-hailing trips",10.1016/j.trc.2019.05.037,105,2019-08-01,2019,8,"Even as ride-hailing has become ubiquitous in most urban areas, its impacts on individual travel are still unclear. This includes limited knowledge of demand characteristics (especially for pooled rides), travel modes being substituted, types of activities being accessed, as well as possible trip induction effects. The current study contributes to this knowledge gap by investigating ride-hailing experience, frequency, and trip characteristics through two multi-dimensional models estimated using data from the Dallas-Fort Worth Metropolitan Area. Ride-hailing adoption and usage are modeled as functions of unobserved lifestyle stochastic latent constructs, observed transportation-related choices, and sociodemographic variables. The results point to low residential location density and people’s privacy concerns as the main deterrents to pooled ride-hailing adoption, with non-Hispanic Whites being more privacy sensitive than individuals of other ethnicities. Further, our results suggest a need for policies that discourage the substitution of short-distance “walkable” trips by ride-hailing, and a need for low cost and well-integrated multi-modal systems to avoid substitution of transit trips by this mode.",0968-090X,Not found
Data-driven parallelizable traffic incident detection using spatio-temporally denoised robust thresholds,10.1016/j.trc.2019.05.034,105,2019-08-01,2019,8,"Automatic incident detection (AID) is crucial for reducing non-recurrent congestion caused by traffic incidents. In this paper, we propose a data-driven AID framework that can leverage large-scale historical traffic data along with the inherent topology of the traffic networks to obtain robust traffic patterns. Such traffic patterns can be compared with the real-time traffic data to detect traffic incidents in the road network. Our AID framework consists of two basic steps for traffic pattern estimation. First, we estimate a robust univariate speed threshold using historical traffic information from individual sensors. This step can be parallelized using MapReduce framework thereby making it feasible to implement the framework over large networks. Our study shows that such robust thresholds can improve incident detection performance significantly compared to traditional threshold determination. Second, we leverage the knowledge of the topology of the road network to construct threshold heatmaps and perform image denoising to obtain spatio-temporally denoised thresholds. We used two image denoising techniques, bilateral filtering and total variation for this purpose. Our study shows that overall AID performance can be improved significantly using bilateral filter denoising compared to the noisy thresholds or thresholds obtained using total variation denoising.",0968-090X,Not found
Macroscopic modelling of arterial traffic: An extension to the cell transmission model,10.1016/j.trc.2019.05.033,105,2019-08-01,2019,8,"This paper extends the capability of the cell transmission model (CTM) to capture the complexities of the arterial network. This includes short turning lane blockages and spillbacks, shared lanes, and unbalanced lane utilisation. Moreover, queue estimation accuracy is improved through appropriate consideration of the queue discharge process. The proposed Arterial Cell Transmission Model (ACTM) has been thoroughly tested with synthetic data and further validated using real data. Compared with the CTM, the proposed ACTM improves the back of the queue estimation accuracy by 20%−80%. The ACTM offers a more realistic simulation of densities on each lane in case of blockages or spillbacks from short turning lanes and models the interaction among movements in shared lanes including gap acceptance behaviour of permitted turns from shared lanes that are opposed by through traffic. The extension also enables the balancing of unequal lane utilisation whenever required. The ACTM is expected to improve the performance of traffic management tools by providing a more realistic simulation of arterial traffic with better queue estimations.",0968-090X,Not found
Optimal vessel speed and fleet size for industrial shipping services under the emission control area regulation,10.1016/j.trc.2019.05.038,105,2019-08-01,2019,8,"This study aims to determine the optimal vessel speed and ship fleet size for an industrial shipping service operating through the emission control areas (ECAs). To comply with the ECA regulation, the industrial shipping service operator can adjust its vessel speeds and fleet size to minimize the annual fleet cost, which includes the total fleet operating cost and in-transit cargo inventory cost. A mixed-integer convex cost-minimization model is developed for the determination of optimal vessel speeds and fleet size, in which the vessel speeds are continuous decision variables and the fleet size is an integer decision variable. The analytical optimal solution of the developed model is identified by relaxing the integer restriction of the fleet size variable. It is shown that how the in-transit cargo inventory cost can play a role in changing the way that the optimal vessel speed is identified. We also demonstrate that the minimal annual fleet cost could be attained by simply comparing two candidate analytical solutions. Numerical studies are carried out to investigate the economic and environmental impacts of the ECA regulation on several representative industrial shipping services. Recommendations are also provided on the proper modeling choice of fleet size in different contexts.",0968-090X,Not found
Framework of simulation-based vehicle safety performance assessment of highway system under hazardous driving conditions,10.1016/j.trc.2019.05.035,105,2019-08-01,2019,8,"Vehicles are extremely vulnerable to single-vehicle accidents under some hazardous driving conditions (i.e. strong wind, icy or snowy road surface). An integrated framework is proposed to assess single-vehicle traffic safety performance of stochastic traffic flow under hazardous driving conditions. Different from most existing studies focusing on a single vehicle moving at a constant speed, for the first time, the proposed work evaluates individual vehicle safety performance based on the time-dependent simulation results of stochastic traffic flow, including instantaneous speeds and positions of each vehicle as a part of simulated traffic flow. Simultaneously, complex geometric and other environmental conditions of the highway system are also considered realistically, not only during the safety assessment process, but also in quantifying the wind loads applied on the vehicles. Finally, with the safety information of each individual vehicle, an overall safety performance index of the whole traffic flow on the highway system is further introduced, which serves as a potential traffic safety performance measure and resilience indicator of transportation infrastructure systems under various hazards. This study has potential applications to not only regular vehicles, but also advanced traffic management and control algorithms for connected and autonomous vehicles in hazardous driving environments.",0968-090X,Not found
Evaluation and modelling of the traffic flow effects of truck platooning,10.1016/j.trc.2019.05.019,105,2019-08-01,2019,8,"With automated and cooperative driving making its breakthrough, and related systems in fast development, their future influence and impact on roads and traffic may be extensive. Truck platooning is such an application that relies on the development of Cooperative Adaptive Cruise Control (CACC) and is said to be practice ready. While the main advantages of truck platooning lie in emission and energy reduction, claims are also being made for the influence on traffic flow. In this paper, we pose hypotheses based on some of the main claims. We also attempt to substantiate and give quantitative proof of the potential effects of truck platooning on traffic flow performance. The simulation model LMRS-IDM+ is extended to encompass the main influencing dynamics related to potential effects of truck platooning, based on empirical findings. The effects of truck platooning were tested for the influence of traffic states, truck gap settings, platoon sizes, and the share of equipped trucks. This resulted in outcomes regarding the total traffic performance, the performance of traffic at ramps, and the ability of a platoon to remain platooning as part of a case experiment performed on a part of the Trans-European ITS Corridor. The results showed that truck platooning may have a small negative effect on the total non-saturated traffic flow, however with a much larger negative effect on saturated traffic flow. However, drivers may be reluctant to platoon in saturated traffic in any case. The ability of inflowing traffic to merge at on-ramps was found to be affected by truck platoons, with platoon disengagements occurring under various conditions. The applied gap settings for platooning trucks did not significantly affect the merge time, while a higher gap did lead to a higher number of disengagements. The ability of trucks to platoon was positively affected by a greater percentage of equipped trucks and by larger platoon sizes. Shorter gap times also slightly improved the ability of trucks to remain in platooning formation. Finally, recommendations are given to improve platoon strategies and for policymakers to only allow truck platooning outside of busy (near-) saturated traffic, even though drivers may be reluctant to use the system in these conditions. Also, recommendations are made to investigate potential differences in the effects between the European and American contexts for truck-platooning.",0968-090X,Not found
