title,doi,volume,date,year,month,abstract,issn,githubs-scraped
Managing connected and automated vehicles at isolated intersections: From reservation- to optimization-based methods,10.1016/j.trb.2019.03.002,122,2019-04-01,2019,4,"Reservation-based methods with simple policies such as first-come-first-service (FCFS) have been proposed in the literature to manage connected and automated vehicles (CAVs) at isolated intersections. However, a comprehensive analysis of intersection capacity and vehicle delay under FCFS-based control is missing, especially under high traffic demand. To address this problem, this study adopts queueing theory and analytically shows that such method is incapable of handling high demand with multiple conflicting traffic streams. Furthermore, an optimization model is proposed to optimally serve CAVs arriving at an intersection for delay minimization. This study then compares the performance of the proposed optimization-based control with reservation-based control as well as conventional vehicle-actuated control at different demand levels. Simulation results show that the proposed optimization-based control performs best and it has noticeable advantages over the other two control methods. The advantages of reservation-based control are insignificant compared with vehicle-actuated control under high demand.",0191-2615,Not found
Prism-based path set restriction for solving Markovian traffic assignment problem,10.1016/j.trb.2019.02.002,122,2019-04-01,2019,4,"This paper deals with a main limitation of Markovian traffic assignment (MTA) models: when the network includes cyclic structures and the link costs are small enough, the fact that the MTA models assign traffic flows to all feasible paths causes computational challenges. This study addresses this issue by proposing a method of restricting path set based on the concept of choice-based prism. To achieve a prism-based path set, a novel network description and the constraints are introduced. These are flexible and compatible with the MTA operation, meaning that our method does not extinguish the mathematical and computational advantages of the MTA models. Our network description allows the expected minimum cost to take a value specific for each state, or a pair of node and choice-stage. This enables us to perform traffic assignment with a simple solution procedure, regardless of parameter setting or network structure. The numerical experiments show that our method solves the computational challenges of the MTA models and that the incorporation of the prism constraints does not increase computational effort required, or rather, it is computationally efficient even when considering the correlation among path utilities.",0191-2615,Not found
Body-rotation behavior of pedestrians for collision avoidance in passing and cross flow,10.1016/j.trb.2019.03.008,122,2019-04-01,2019,4,"This study investigated the body-rotation behavior adopted by pedestrians to avoid others while moving in congested areas. In such scenarios, body orientation often differs from walking direction, e.g., a pedestrian may step sideways. The deviation between body orientation and walking direction during collision avoidance was studied by quantitatively evaluating the body rotation for counter-flows in narrow corridors. Simple experiments, in which two pedestrians passed each other, were conducted. It was found that pedestrians rotated their bodies when the corridor width was smaller than the sum of the widths of the two pedestrians. This behavior was explained by analyzing the geometry of two ellipses circumscribing each other in a narrow corridor. A preliminary model was developed, and the deviation between the body orientation and walking direction during passing was successfully simulated. Finally, a cross-flow experiment, which is much more complex and realistic than the passing experiments, was performed; it was confirmed that body rotation behavior is also a critical factor in complex and realistic scenarios.",0191-2615,Not found
A branch-and-price algorithm for the heterogeneous fleet green vehicle routing problem with time windows,10.1016/j.trb.2019.03.009,122,2019-04-01,2019,4,"Heterogeneous fleet vehicles can be used to reduce carbon emissions. We propose an improved branch-and-price (BAP) algorithm to precisely solve the heterogeneous fleet green vehicle routing problem with time windows (HFGVRPTW). In the improved BAP, to speed up the solution for the pricing problem, we develop a multi-vehicle approximate dynamic programming (MVADP) algorithm that is based on the labeling algorithm. The MVADP algorithm reduces labels by integrating the calculation of pricing problems for all vehicle types. In addition, to rapidly obtain a tighter upper bound, we propose an integer branch method. For each branch, we solve the master problem with the integer constraint by the CPLEX solver using the columns produced by column generation. We retain the smaller of the obtained integer solution and the current upper bound, and the branches are thus reduced significantly. Extensive computational experiments were performed on the Solomon benchmark instances. The results show that the branches and computational time were reduced significantly by the improved BAP algorithm.",0191-2615,Not found
The multi-objective Steiner pollution-routing problem on congested urban road networks,10.1016/j.trb.2019.02.008,122,2019-04-01,2019,4,"This paper introduces the Steiner Pollution-Routing Problem (SPRP) as a realistic variant of the PRP that can take into account the real operating conditions of urban freight distribution. The SPRP is a multi-objective, time and load dependent, fleet size and mix PRP, with time windows, flexible departure times, and multi-trips on congested urban road networks, that aims at minimising three objective functions pertaining to (i) vehicle hiring cost, (ii) total amount of fuel consumed, and (iii) total makespan (duration) of the routes. The paper focuses on a key complication arising from emissions minimisation in a time and load dependent setting, corresponding to the identification of the full set of the eligible road-paths between consecutive truck visits a priori, and to tackle the issue proposes new combinatorial results leading to the development of an exact Path Elimination Procedure (PEP). A PEP-based Mixed Integer Programming model is further developed for the SPRP and embedded within an efficient mathematical programming technique to generate the full set of the non-dominated points on the Pareto frontier of the SPRP. The proposed model considers truck instantaneous Acceleration/Deceleration (A/D) rates in the fuel consumption estimation, and to address the possible lack of such data at the planning stage, a new model for the construction of reliable synthetic spatiotemporal driving cycles from available macroscopic traffic speed data is introduced. Several analyses are conducted to: (i) demonstrate the added value of the proposed approach, (ii) exhibit the trade-off between the business and environmental objectives on the Pareto front of the SPRP, (iii) show the benefits of using multiple trips, and (iv) verify the reliability of the proposed model for the generation of driving cycles. A real road network based on the Chicago's arterial streets is also used for further experimentation with the proposed PEP algorithm.",0191-2615,Not found
The electric autonomous dial-a-ride problem,10.1016/j.trb.2019.03.004,122,2019-04-01,2019,4,"In the Dial-a-Ride-Problem (DARP) a fleet of vehicles provides shared-ride services to users specifying their origin, destination, and preferred arrival time. Typically, the problem consists of finding minimum cost routes, satisfying operational constraints such as time-windows, origin-destination precedences, user maximum ride-times, and vehicle maximum route-durations. This paper presents a problem variant for the DARP which considers the use of electric autonomous vehicles (e-ADARP). The problem covers battery management, detours to charging stations, recharge times, and selection of destination depots, along with classic DARP features. The goal of the problem is to minimize a weighted objective function consisting of the total travel time of all vehicles and excess ride-time of the users. We formulate the problem as a 3-index and a 2-index mixed-integer-linear program and devise a branch-and-cut algorithm with new valid inequalities derived from e-ADARP properties. Computational experiments are performed on adapted benchmark instances from DARP literature and on instances based on real data from Uber Technologies Inc. Instances with up to 5 vehicles and 40 requests are solved to optimality.",0191-2615,Not found
Recoverable robustness in weekly berth and quay crane planning,10.1016/j.trb.2019.02.013,122,2019-04-01,2019,4,"The performance of a container terminal heavily relies on how efficiently the quayside resources, which are mainly berth and quay cranes, are used. The quayside related planning problems face uncertainty in various parameters, and this makes the efficient planning of these operations even more complicated. This study aims at developing a recoverable robust optimization approach for the weekly berth and quay crane planning problem. In order to build systematic recoverable robustness, a proactive baseline schedule with reactive recovery costs has been suggested. The uncertainty of vessel arrivals and the fluctuation in the container handling rate of quay cranes are considered. The baseline schedule includes berthing positions, times and quay crane assignments for all vessels along with vessel-specific buffer times and buffer quay cranes. The problem also introduces recovery plans for each scenario. The objective is to minimize the cost of baseline schedule, the recovery costs from the baseline schedule and the cost of scenario solutions for different realizations of uncertain parameters. A mathematical model and an adaptive large neighborhood based heuristic framework are presented to solve the novel problem. Computational results point out the strength of the solution methods and practical relevance for container terminals.",0191-2615,Not found
Dynamic ridesharing with variable-ratio charging-compensation scheme for morning commute,10.1016/j.trb.2019.03.006,122,2019-04-01,2019,4,"This paper investigates the dynamic ridesharing with the variable-ratio charging-compensation scheme (VCS) in morning commute, with the continuous-time point-queue model applied to a single bottleneck. The optimal VCS without imposing road pricing when the ridesharing platform minimizes the disutility or maximizes its profit is analyzed. It is found that the user equilibrium coincides with the system optimum when the platform minimizes the system disutility with VCS, and the corresponding platform's profit is negative with high travel demand. Considering this, the optimal VCS when the platform minimizes the system disutility with zero profit is examined. Moreover, to ensure ridesharing participants commute with no queue, they need to depart at the two tails of the departure time window. Under that case, the optimal VCS are investigated with desirable objectives of the ridesharing platform. The analytical results indicate there should be fewer commuters involved in ridesharing when the platform maximizes its profit compared to that when the platform minimizes the system disutility with zero profit.",0191-2615,Not found
Vehicle routing problem with drones,10.1016/j.trb.2019.03.005,122,2019-04-01,2019,4,"The vehicle routing problem with drones (VRPD) is an extension of the classic capacitated vehicle routing problem, where not only trucks but drones are used to deliver parcels to customers. One distinctive feature of the VRPD is that a drone may travel with a truck, take off from its stop to serve customers, and land at a service hub to travel with another truck as long as the flying range and loading capacity limitations are satisfied. Routing trucks and drones in an integrated manner makes the problem much more challenging and different from classical vehicle routing literature. We propose a mixed integer programming model, and develop a branch-and-price algorithm. Extensive experiments are conducted on the instances randomly generated in a practical setting, and the results demonstrate the good computational performance of the proposed algorithm. We also conduct sensitivity analysis on a key factor that may affect the total cost of a solution.",0191-2615,Not found
Two-dimensional macroscopic model for large scale traffic networks,10.1016/j.trb.2019.02.016,122,2019-04-01,2019,4,In this article we introduce a new traffic flow model for a dense urban area. We consider a two-dimensional conservation law in which the velocity magnitude is given by the fundamental diagram and the velocity direction is constructed following the network geometry and assuming we do not have precise information of drivers trajectories. We validate the model using synthetic data from Aimsun and propose a reconstruction technique to recover the 2D density from the data of individual vehicles. A comparison between the model and the data is shown.,0191-2615,Not found
Flow exchanges in multi-reservoir systems with spillbacks,10.1016/j.trb.2019.02.014,122,2019-04-01,2019,4,"Large-scale traffic flow models based on the Network Macroscopic Fundamental Diagram (MFD) are usually grounded on the bathtub analogy and a conservation equation for vehicle accumulation inside a given urban area. Recent studies have proposed a different approach where the MFD defines the spatial mean speed that is shared by all vehicles in a region while their traveling distance is tracked individually. The former approach is also referred to as “accumulation-based” while the latter is usually named “trip-based”. While extensive studies of both model properties have been carried out for the single reservoir case (a unique region), the multi-reservoir setting still requires some research effort in particular to clearly understand how inflow merge at a reservoir entry and outflow diverge at exit should be managed. These two components play a significant role in the evolution of the whole system, when flows are exchanged between multiple reservoirs. One of the crucial questions is to ensure that congestion properly propagates backwards through a succession of reservoirs when oversaturated situations are observed. In this paper, we propose a thorough analysis of how to handle congestion propagation in the accumulation-based framework with several trip lengths or categories, e.g. internal and external trips. This allows to derive a congestion propagation model for the trip-based approach in a multi-reservoir setting. Based on theoretical considerations and simulation studies, we develop a consistent framework to restrict the inflow and adapt to oversaturated traffic conditions in a reservoir including several trip lengths. Two inflow merging schemes are investigated. The first one is inspired from the existing literature and shares the available supply based on the demand flow ratio at the entry boundary. It is called “exogeneous” in contrast to the second “endogenous” scheme, which shares the supply with respect to the internal accumulation ratio on the different routes. At the reservoir exit, a new outflow diverging scheme is also introduced to better reproduce the effect of queuing vehicles that are prevented from exiting the reservoir when congestion spills back from neighboring reservoirs. Compared to the conventional outflow model, our new approach proves to avoid unrealistic gridlocks when the reservoir becomes oversaturated. Both entry and exit flow models are investigated in details considering the accumulation-based and trip-based frameworks. Finally, the most consistent approach is compared with two other existing MFD models for multiple reservoirs. This demonstrates the importance of properly handling entry and exit flows at boundaries.",0191-2615,Not found
A stochastic simulation-based optimization method for equitable and efficient network-wide signal timing under uncertainties,10.1016/j.trb.2019.03.001,122,2019-04-01,2019,4,"The equity of right-of-way is an important topic in traffic management and control. With the balance consideration of traffic equity and efficiency, which are respectively evaluated by the Atkinson index and average travel time, this study proposes a bi-objective signal timing simulation-based optimization (SO) model under uncertainties, and solve it by a bi-objective stochastic simulation-based optimization (BOSSO) method. In this method, two types of surrogate models (i.e., regressing Kriging model and quadratic regression model) are used to capture the complicated mapping relationship between decision variables and bi-objectives, respectively in the whole variable domain and in the local trust-region. Meanwhile, the incorporation of the global regressing Kriging model and an adaptive selector helps to predict bi-objective values of untested samples and re-estimate simulated samples in the local trust-region, which can save great computational costs and smooth stochastic noises. Moreover, the non-interactive role of a decision maker is taken to generate more Pareto optimal solutions around his/her desired bi-objective values. Through the algorithm comparison for a benchmark bi-objective stochastic optimization problem, the proposed BOSSO method is validated to outperform three other counterparts (i.e., NSGA-II, BOTR and BOEGO) under the same simulation costs. In real-field experiments, an urban road network with 15 signalized and five non-signalized intersections in Changsha, China is modeled by VISSIM. After the well calibration of the microscopic traffic simulation model, the network-wide bi-objective signal timing stochastic SO problems with and without coordination are solved by BOSSO. Numerical results indicate that compared with the real-field case, the average travel time and Atkinson index are reduced respectively by at most 13.48% and 23.49% for optimized non-coordinated signal plans, and respectively by at most 25.58% and 2.83% for optimized coordinated ones. It is further validated that under variable traffic volumes, the non-coordinated signal plan can well improve both traffic efficiency and equity, and the coordinated one is capable to improve traffic efficiency at a larger degree but sacrifice traffic equity. Moreover, the balance analyses show the existence of competing relationship between bi-objectives, and BOSSO is confirmed to outperform NSGA-II, BOTR and BOEGO in searching the better Pareto optimal signal plans under the same budged simulations. In conclusion, BOSSO is promising to address bi-objective optimization problems characterized by costly evaluation, high dimensions and stochastic noises.",0191-2615,Not found
Capacity investment decisions of two competing ports under uncertainty: A strategic real options approach,10.1016/j.trb.2019.01.007,122,2019-04-01,2019,4,"Ports worldwide operate in an uncertain environment and compete with nearby ports to attract cargo. The extent of competition is influenced by the geographical location and differentiated services offered at ports. In this paper, we study the flexible investment decision of two ports with an option to delay investment in a capacity level that is not ex-ante determined. Ports compete on quantity (Cournot competition) under demand uncertainty and congestion. In a leader-follower timing game, we consider both the entry deterrence and accommodation strategies for the leader port. If one of the ports only has a limited cost advantage, the leader role will be endogenous and will be the result of preemption. Uncertainty is included in the model by a geometric Brownian motion, allowing us to analyse the impact of growth and uncertainty (variability) independently. We find that higher growth, uncertainty and port customers’ aversion to waiting lead to a larger project installed at a later moment. If competition intensifies however, the option value of waiting is reduced, leading to earlier investment, but surprisingly also in less capacity. Finally, if more shares of the ports are publicly owned, the investment will be larger and will take place earlier.",0191-2615,Not found
Estimating probability distributions of travel demand on a congested network,10.1016/j.trb.2019.01.008,122,2019-04-01,2019,4,"We aim to infer the probability density function (pdf) of Origin–Destination (O–D) demand variables using multiple sets of traffic counts over a network. Through integrating statistics and optimization techniques with transportation domain knowledge, we propose an estimation framework based on Generalized Method of Moment (GMM) with both options of exact and approximated estimators. Compared with existing methods for day-to-day O–D matrix estimation, our approach has three unique advantages. First, it is a rigorous statistical method with a capability of incorporating complex traffic network models suitable for a congested network. Second, our estimation framework is flexible to handle a wide variety of probabilistic models. Finally, instead of just providing point estimates, it reveals large sample statistical properties of the proposed estimator, which serve as a theoretical foundation for assessing estimation quality, constructing confidence region and testing model adequacy. Three numerical examples of different scales are accompanied to demonstrate various aspects of the proposed estimation framework.",0191-2615,Not found
How to better represent preferences in choice models: The contributions to preference heterogeneity attributable to the presence of process heterogeneity,10.1016/j.trb.2019.02.007,122,2019-04-01,2019,4,"Discrete choice studies, with rare exception, commonly assume that agents act as if sources of observed utility are captured through a linear in parameters and additive in attributes (LPAA) form, with some interactions. A growing number of transport (and other) choice studies have investigated one or more alternative processing rules adopted by agents in arriving at a choice, raising interest in how best to represent the utility expressions in a joint process and outcome choice model. Given the popular and appealing random parameter treatment of LPAA in mixed logit as a way of identifying non-systematic preference heterogeneity in a sample, this paper considers the possibility that we might be able to interact specific process heuristics with LPAA to uncover sources of systematic preference heterogeneity hidden in the standard LPAA form, and hence establish a link between the LPAA form and candidate process heuristics, offering a way to embellish and hence clarify the contributions to preference heterogeneity attributable to the presence of process heterogeneity. Specifically, we are interested in the extent to which there is a systematic relationship between the simple LPAA form and the more complex (albeit behaviourally realistic) process heuristics emerging in the transport literature which we call conditioning by random process heterogeneity (CRPH). In this paper, in addition to LPAA, we consider two process heuristics - Value Learning, and Relative Advantage Maximisation - with an overlay to account for risk attitudes, perceptual conditioning, and overt experience. The findings, using two data sets, suggest that empirically there exists a significant attribute-specific relationship between preference heterogeneity identified through specific process heuristics and through the LPAA assumption.",0191-2615,Not found
Estimation of regional trip length distributions for the calibration of the aggregated network traffic models,10.1016/j.trb.2019.02.009,122,2019-04-01,2019,4,"The calibration of trip lengths is an important challenge for multi-regional MFD-based applications, as it can influence the dynamics of regional densities (and speeds). Existing research has not paid significant attention in the topic, giving opportunities for answering some fundamental questions. In this paper, we propose an original methodology to explicitly determine trip length distributions based on a subset of trips in the city network and its partitioning. Since the full description of all realized trips is difficult to estimate for a large city network, we propose to define a set of virtual trips corresponding to a full coverage of potential local origin-destination pairs and shortest-paths in distance. We investigate how different levels of information can influence the accuracy of the multi-regional dynamic MFD-based models, through the estimated trip length distributions. This information ranges from regional trip lengths without any information of origin, destination, previous or next regions up to the specific regional path associated to each trip. We test this methodology on a simulated environment with a significant amount of real information for a network with 757 links that corresponds to the 6th district of Lyon. We first provide guidance on how to properly define the set of virtual trips. We show that a single average trip length is not representative of all possible trip lengths estimated by the most detailed levels of information for one region. We also highlight that the first level of information assigns similar trip lengths for regional paths that are composed by the same regions, but in a reverse ordered sequence. Nevertheless, this is not the case for the most detailed levels of information since they capture the directed links city network topology. We propose a procedure to update the trip lengths when an update of the regional Origin-Destination matrix changes, without a need for a full recalculation. We also investigate the influence of the trip length tuning on the traffic dynamics of the regional network. The traffic states are modeled by a trip-based MFD model. We show that the setting of the trip lengths influences the traffic dynamics in the regions. Moreover, the traffic conditions predicted by the two most detailed levels of information are close.",0191-2615,Not found
"Quasi-dynamic traffic assignment with spatial queueing, control and blocking back",10.1016/j.trb.2019.01.018,122,2019-04-01,2019,4,"This paper introduces a steady-state, fixed (or inelastic) demand equilibrium model with explicit link-exit capacities, explicit bottleneck or queueing delays and explicit bounds on queue storage capacities. The model is a quasi-dynamic model. The link model at the heart of this quasi-dynamic equilibrium model is a spatial queueing model, which takes account of the space taken up by queues both when there is no blocking back and also when there is blocking back. The paper shows that if this quasi-dynamic model is utilised then for any feasible demand there is an equilibrium solution, provided (i) queue storage capacities are large or (ii) prices are used to help impose capacity restrictions; the prices either remove queueing delays entirely or just reduce spatial queues sufficiently to ensure that blocking back does not occur at equilibrium. Similar results, but now involving the P0 control policy (introduced in Smith (1979a, 1987)) and two new variations of this policy (i.e., the spatial P0 control policy, and the biased spatial P0 control policy) are obtained. In these results, the control policies allow green-times to vary in response to prices as well as spatial queueing delays. These three policies are also tested on a small simple network. In these tests, the biased spatial version of P0 is much the best in reducing equilibrium delays (on this simple network). The paper further illustrates how the spatial queueing model works on simple networks with different merge models; it is demonstrated that equilibrium may be prevented by certain (fixed ratio) merge models. It is also shown in this case that equilibrium may be imposed on just the controlled area itself by a variety of (merge model, gating strategy) combinations. Opportunities for developing such combined gating and merging control strategies are finally discussed.",0191-2615,Not found
"Steady-state link travel time methods: Formulation, derivation, classification, and unification",10.1016/j.trb.2019.01.014,122,2019-04-01,2019,4,"Travel times are one of the most important outputs of transport planning models, especially in a strategic context. It is therefore paramount that the methods that underpin the construction of travel times are well understood. A plethora of methods exists to extract and/or construct travel times given some underlying network loading procedure, also known as the traffic flow propagation model. However, the relation between these different travel time methods and the consistency between such methods has received relatively little attention in the literature. This might in part be due to the many different traffic flow propagation models in existence, ranging from vehicle based (microscopic), to flow based (macroscopic), and models that explicitly account for the time varying nature of traffic flows (dynamic) to models that do not (static). In this work, we limit ourselves to flow based, i.e. macroscopic, traffic flow models. Within this modelling paradigm we consider dynamic, semi-dynamic, and static traffic flow propagation formulations used to construct link travel times. The semi-dynamic and static approaches are considered as more aggregate versions of the dynamic formulation. Within this context we formulate a unified (link) travel time formulation that is consistent across these three modelling paradigms under the assumption of steady-state flow conditions. The dynamic link travel time formulation is based on a recent state-of-the-art continuous time macroscopic dynamic network loading model. In the dynamic model we assume steady-state conditions to remain consistent with steady-state semi-dynamic and static approaches. This allows us to derive semi-dynamic link travel time formulations from our dynamic model, while the static formulation is derived from its semi-dynamic counterpart. Throughout this work we explore link travel times from three different perspectives; an experienced perspective, which actively tracks the tail of a physical queue, and two functional perspectives, both of which do not require explicit queue tracking. Based on the existing literature and proposed formulations, a classification framework is proposed allowing one to compare existing (and future) methods in the literature in an objective fashion. We provide a number of explicit derivations of existing model formulations that can be considered special cases of our unified approach. A numerical example across the different perspectives is included and a significant number of representative existing methods in the literature has been classified based on our proposed framework for the reader's convenience.",0191-2615,Not found
Two-phase optimal solutions for ship speed and trim optimization over a voyage using voyage report data,10.1016/j.trb.2019.02.004,122,2019-04-01,2019,4,"In the daily operations of a shipping line, minimization of a ship's bunker fuel consumption over a voyage comprising a series of waypoints by adjusting its sailing speeds and trim settings plays a critical role in ship voyage management. To quantify the synergetic influence of sailing speed, displacement, trim, and weather and sea conditions on ship fuel efficiency, we first develop a tailored method to build two artificial neural network models using ship voyage report data. We proceed to address the ship sailing speed and trim optimization problem by putting forward three viable countermeasures within an effective two-phase optimal solution framework: sailing speeds of the ship are optimized in an on-shore planning phase, whereas trim optimization is conducted dynamically by the captain in real time when she/he observes the actual weather and sea conditions at sea. In the on-shore speed optimization problem, simultaneous optimization of sailing speeds and trim settings is beneficial in suggesting more informed sailing speeds because both factors influence a ship's fuel efficiency. In the countermeasure 3 proposed by this study, we address speed and trim optimization simultaneously by proposing a two-step global optimization algorithm that combines dynamic programming and a state-of-the-art simulation-based optimization technique. Numerical experiments with two 9000-TEU (twenty-foot equivalent unit) containerships show that (a) the proposed countermeasure 1 saves 4.96% and 5.83% of bunker fuel for the two ships, respectively, compared to the real situation; (b) the proposed countermeasure 2 increases the bunker fuel savings to 7.63% and 7.57%, respectively; and (c) the bunker fuel savings with Countermeasure 3 attain 8.25% on average. These remarkable bunker fuel savings can also translate into significant mitigation of CO2 emissions.",0191-2615,Not found
Planning facility location under generally correlated facility disruptions: Use of supporting stations and quasi-probabilities,10.1016/j.trb.2019.02.001,122,2019-04-01,2019,4,"Many real-world service facilities are subject to probabilistic disruptions. Such disruptions often exhibit correlations that arise from shared external hazards or direct interactions among these facilities. This paper builds an overarching methodological framework for reliable facility location design under correlated facility disruptions. We first incorporate and extend the concepts of supporting station structure and quasi-probability from Li et al. (2013) and Xie et al. (2015), such that any correlated facility disruptions (positive and/or negative) can be equivalently represented by independent failures of a layer of properly constructed supporting stations, which are virtually added to the original facility system for capturing the effect of correlations among facilities. We then develop a compact mixed-integer mathematical model to optimize the facility location and customer assignment decisions in order to strike a balance between system reliability and cost efficiency. Lagrangian relaxation based algorithms, including modules for obtaining upper bound and lower bounds of relaxed subproblems, are proposed to effectively solve the optimization model. Numerical case studies are carried out to demonstrate the methodology, to test the performance of the framework, and to draw managerial insights.",0191-2615,Not found
Pedestrian crowd flows in shared spaces: Investigating the impact of geometry based on micro and macro scale measures,10.1016/j.trb.2019.01.019,122,2019-04-01,2019,4,"The motion dynamics of humans in crowded built environments during evacuations are impacted by individuals’ interactions with the physical environment particularly when the geometric space of the movement is restrictive. Controlled laboratory experiments have recently been employed as a reliable data provision approach in this field. Using this approach and based on data obtained from 54 experimental scenarios, this study investigates a range of questions in relation to the collective motion of pedestrian crowds in restricted shares spaces. This includes the role of the layout of the spatial constraints as well as the influence of the movement speed level in the evacuation performance of pedestrian facilities. We explored these questions particularly for dense crowds and based on both micro-scale and macro-scale measures of pedestrian traffic. Our analyses showed that traffic efficiency is demonstrably sensitive to the physical features of the merging passages as well as the desired speed level of the crowd. The patterns of influence of the geometric constraints on traffic efficiency were by and large common across all three speed regimes that we examined. Our results also showed that under specific geometric constraints, the formation of blockages (i.e., longer queue or longer time interval between the passage of two consecutive pedestrians) is more likely. An inspection of the trajectory patterns revealed that this could be attributable to the extent to which the two flows had to mix up with each other in order to be able to merge and share the space. Certain layouts, particularly symmetric layouts, allowed the two flows to keep their separate ways after the entered the shared space, whereas other setups engendered a more noticeable mixture of movement trajectories in order for the two flows to be able to travel through the shared area. The findings have applications for the design of safe passageways when dense crowd flows enter restrictive areas.",0191-2615,Not found
Networked sensor data error estimation,10.1016/j.trb.2019.01.013,122,2019-04-01,2019,4,"Nowadays, the effectiveness of any smart transportation management or control strategy would heavily depend on reliable traffic data collected by sensors. Two problems regarding sensor data quality have received attention: first, the problem of identifying malfunctioning sensors; second, reconstruction of traffic flow. Most existing studies concerned about identifying completely malfunctioning sensors whose data should be discarded. In this paper, we focus on the problem of error detection and data recovery of partially malfunctioning sensors that could provide valuable information. By integrating a sensor measurement error model and a transportation network model, we propose a Generalized Method of Moments (GMM) based estimation approach to determine the parameters of systematic and random errors of traffic sensors in a road network. The proposed method allows flexible data aggregation that ameliorates identification and accuracy. The estimates regarding both systematic and random errors are utilized to conduct hypothesis test on sensor health and to estimate true traffic flows with observed counts. The results of three network examples with different scales demonstrate the applicability of the proposed method in a large variety of scenarios.",0191-2615,Not found
Fundamental diagram estimation by using trajectories of probe vehicles,10.1016/j.trb.2019.02.005,122,2019-04-01,2019,4,"The fundamental diagram (FD), also known as the flow–density relation, is one of the most fundamental concepts in the traffic flow theory. Conventionally, FDs are estimated by using data collected by detectors. However, detectors’ installation sites are generally limited due to their high cost, making practical implementation of traffic flow theoretical works difficult. On the other hand, probe vehicles can collect spatially continuous data from wide-ranging area, and thus they can be useful sensors for large-scale traffic management. In this study, a novel framework of FD estimation by using probe vehicle data is developed. It determines FD parameters based on trajectories of randomly sampled vehicles and a given jam density that is easily inferred by other data sources. A computational algorithm for estimating a triangular FD based on actual, potentially noisy traffic data obtained by multiple probe vehicles is developed. The algorithm was empirically validated by using real-world probe vehicle data on a highway. The results suggest that the algorithm accurately and robustly estimates the FD parameters.",0191-2615,Not found
Operational design for shuttle systems with modular vehicles under oversaturated traffic: Discrete modeling method,10.1016/j.trb.2019.01.015,122,2019-04-01,2019,4,"Existing peak/off-peak based schedules in urban mass transit systems feature two types of dispatch headways and a fixed vehicle capacity across the operational horizon, which lowers their service quality and causes significant energy waste. A promising cure to this challenge is to jointly design the dispatch headways and vehicle capacities in urban transit schedules. Chen et al. (2018) propose a continuous modeling method to solve the near-optimum solutions to and shed analytical insights into this joint design problem. Based on the theoretical properties discovered in the preceding paper, this paper formulates the joint design problem as a mixed integer linear programming model that can yield exact solutions to the optimal design with a discretized time representation. Further, a customized DP algorithm is proposed to solve this model. Similar to other problems that can be solved by DP algorithms, the “curse of dimensionality” also exists in the investigated problem since the queue length, as a state variable, may have a large set of possible values at each stage, which may lead to dramatically increasing computational time in solving the problem. To expedite the solution speed of the DP algorithm, we propose a set of valid inequalities based on the relationship between the queue length and vehicle capacity. These valid inequalities can reduce the unboundedly increasing state space into a narrow band and thus dramatically expedite the DP algorithm. With two sets of numerical experiments, we show that the discrete model can be solved by the customized DP algorithm to optimality with much less computation time compared with a state-of-the-art commercial solver, Gurobi. The analysis also reveals that the input parameters affect the effectiveness of dynamic capacity design under oversaturated and unsaturated traffic systems in a similar way despite some minor differences.",0191-2615,Not found
Adaptation to climate change effects and competition between ports: Invest now or later?,10.1016/j.trb.2019.03.016,123,2019-05-01,2019,5,"We investigate the size and timing of investment in adaptation to climate change effects for ports, when efficiency of investment is uncertain and the market is competitive. We develop a two-period real options game model with two “landlord” ports, each consisting of a port authority (PA) and a downstream terminal operator company (TOC). The two PAs compete with each other at the upstream level, and the two TOCs downstream. The model assumes an accumulation of information about the adaptation projects over time, allowing decision-makers to improve the investment efficiency. The results show that the optimal timing of investment is significantly influenced by the disaster occurrence probability, the potential information gain over time and the level of competition. When competition is intensified, it is optimal for ports to invest earlier than later. However, immediate investments are less preferred when competition is weak, even lesser in the presence of information accumulation. Waiting until the next period to invest is also a better option if the disaster occurrence probability is low or if the shippers’ expected disaster losses are negligible. Moreover, information accumulation reduces the ports’ investment size, while improving the discounted welfare associated with late investments. These results hold for both the private and public ports and for simultaneous investments by the PAs. In most cases, social welfare is much higher with immediate investments, mainly because of the associated positive spillover effects on the surrounding areas and other sectors of economy. The implications of the assumption of Knightian uncertainty for the disaster occurrence probability are discussed.",0191-2615,Not found
The morning commute problem with endogenous shared autonomous vehicle penetration and parking space constraint,10.1016/j.trb.2019.04.001,123,2019-05-01,2019,5,"Morning commuting trips commonly involve a number of transportation modes and departure times. This study extends the standard bottleneck model by considering both regular and shared autonomous vehicles with and without parking space constraint, taking into account the travel time-dependent fuel cost that is associated with each vehicle. In this study the parking space constraint has no effect on shared autonomous vehicles and only commuters who share autonomous vehicles exhibit ridesharing behavior, differing from those utilizing regular vehicles. The dynamic departure patterns and endogenous penetration rates associated with shared autonomous vehicles are determined with respect to parking capacity. Analytical results not only provide several important propositions, but also include the optimal solutions for parking capacity and ridesharing occupancy from the perspective of the system optimum in terms of various indicators, under which parking capacity is a binding constraint, and the first shared autonomous vehicle arrives at the bottleneck as the last regular vehicle leaves. This work is expected not only to motivate related research, but also to promote the development of new strategies and methods for allocating a limited number of parking spaces and regulating the travel behavior of commuters in urban areas.",0191-2615,Not found
