,Title,Github_urls,setup_files,docker_files,setup_info_in_readme,shell_instructions_in_readme,notebook_instructions_in_readme,code_instructions_in_readme
165,Modeling and managing an on-demand meal delivery system with order bundling,"['https://github.com/grubhub/mdrplib', 'https://github.com/meituan/Meituan-INFORMS-TSL-Research-Challenge']","[False, False]","[False, False]","[False, {}]","[True, {}]","[False, {}]","[False, False]"
166,"Estimating the potential for optimized curb management to reduce delivery vehicle double parking, traffic congestion and energy consumption",['https://github.com/burnsaar/Parking_Slot_Assignment_Problem-Public'],[False],[False],[False],[False],[False],[False]
167,Prediction of the severity of marine accidents using improved machine learning,['https://github.com/FengYinLeo/PGI-SDMI'],[False],[False],[False],[False],[True],[True]
168,A stochastic ridesharing user equilibrium model with origin-destination-based ride-matching strategy,['https://github.com/bstabler/TransportationNetworks'],[False],[False],[True],[False],[True],[True]
169,A novel parallel computing framework for traffic assignment problem: Integrating alternating direction method of multipliers with Jacobi over relaxation method,['https://github.com/bstabler/TransportationNetworks'],[False],[False],[True],[False],[True],[True]
170,A time-driven simulation–optimization framework for the dynamic heterogeneous order-courier assignment problem for instant deliveries,['https://github.com/grubhub/mdrplib'],[False],[False],[False],[True],[False],[False]
171,"Constructing a routable multimodal, multi-cost, time-dependent network model with all emerging mobility options: Methodology and case studies",['https://github.com/lgraff/nomad'],[False],[False],[False],[False],[False],[False]
172,The Share-a-Ride Problem with mixed ride-hailing and logistic vehicles,['https://github.com/Shenglin807/SARP_RL_Dataset'],['Repo not found'],['Repo not found'],['Repo not found'],['Repo not found'],['Repo not found'],['Repo not found']
173,HeartPy: A novel heart rate algorithm for the analysis of noisy signals,['https://github.com/jramshur/ECG_Viewer'],[False],[False],[True],[False],[False],[False]
174,Ecological interface design effectively reduces cognitive workload – The example of HMIs for speed control,['https://github.com/InstituteOfErgonomics/MDT'],[False],[False],[True],[False],[False],[False]
175,Travel behavior as a driver of attitude: Car use and car pride in U.S. cities,['https://github.com/jcmoody6/Dissertation'],[False],[False],[False],[False],[False],[False]
176,Bio-inspired intent communication for automated vehicles,['https://github.com/bazilinskyy/coupled-sim'],[False],[False],[True],[True],[False],[True]
177,Exploration of the effects of task-related fatigue on eye-motion features and its value in improving driver fatigue-related technology,['https://github.com/sccn/labstreaminglayer'],[False],[False],[True],[False],[False],[False]
178,Driving examiners’ views on data-driven assessment of test candidates: An interview study,['https://github.com/tomdries/content-analysis-tools'],[False],[False],[False],[False],[True],[True]
179,Predicting perceived risk of traffic scenes using computer vision,['https://github.com/bazilinskyy/risk-dash-crowdsourcing'],[False],[False],[False],[False],[False],[False]
180,Differential impacts of road diets on driving behavior among older adults with and without preclinical Alzheimer's pathology,['https://github.com/ysu001/PUP'],[False],[False],[True],[False],[False],[False]
181,Visualizing imperfect situation detection and prediction in automated vehicles: Understanding users' perceptions via user-chosen scenarios,['https://github.com/Pascal-Jansen/VisualizingAutomatedVehicleFunctionalities'],[False],[False],[True],[True],[False],[True]
182,Predicting trucking accidents with truck drivers’ safety climate perception: An in-depth evaluation of the pretrain-then-finetune approach,['https://github.com/NUS-DBE/Pretrain-Finetune-safety-climate'],[False],[False],[True],[True],[False],[True]
183,A Bayesian tensor decomposition approach for spatiotemporal traffic data imputation,['https://github.com/lijunsun/bgcp_imputation'],[False],[False],[False],[False],[False],[False]
184,CB-Planner: A bus line planning framework for customized bus systems,['https://github.com/bstabler/TransportationNetworks'],[False],[False],[True],[False],[True],[True]
185,Real-time city-scale ridesharing via linear assignment problems,['https://github.com/davidrey123/Ridesharing'],[False],[False],[False],[False],[False],[False]
186,A model framework for discovering the spatio-temporal usage patterns of public free-floating bike-sharing system,['https://github.com/FwDeng/ODPFM'],[False],[False],[{}],[{}],[{}],[False]
187,Connected population synthesis for transportation simulation,['https://github.com/DanqingZ/CPS_TRC'],[False],[False],[True],[False],[True],[True]
188,"A general formulation for multi-modal dynamic traffic assignment considering multi-class vehicles, public transit and parking",['https://github.com/Lemma1/Multimodal-DUE'],[False],[False],[True],[True],[True],[True]
189,Missing traffic data imputation and pattern discovery with a Bayesian augmented tensor factorization model,['https://github.com/sysuits/BATF'],[False],[False],[True],[False],[True],[True]
190,Particle filter for aircraft mass estimation and uncertainty modeling,['https://github.com/junzis/acsmc'],[False],[False],[False],[False],[False],[True]
191,How to generate micro-agents? A deep generative modeling approach to population synthesis,['https://github.com/stasmix/popsynth'],[False],[False],[False],[False],[False],[False]
192,Predicting real-time surge pricing of ride-sourcing companies,['https://github.com/mbattifarano/mac-data'],[False],[False],[True],[False],[False],[False]
193,A bi-partitioning approach to congestion pattern recognition in a congested monocentric city,['https://github.com/ZiyuanGu/network-bi-partitioning'],[False],[False],[True],[False],[False],[True]
194,Online optimization with look-ahead for freeway emergency vehicle dispatching considering availability,['https://github.com/adfriedm/WorkFunctionAlgorithm'],[False],[False],[True],[False],[False],[True]
195,The multiple flying sidekicks traveling salesman problem: Parcel delivery with multiple drones,['https://github.com/optimatorlab/mFSTSP'],[False],[False],[True],[True],[False],[True]
196,Keep it simple stupid! A non-parametric kernel regression approach to forecast travel speeds,['https://github.com/rahulnair23/transfor-2019'],[False],[False],[False],[False],[False],[False]
197,A multi-layered blockchain framework for smart mobility data-markets,['https://github.com/LiTrans/BSMD'],[False],[False],[False],[True],[False],[False]
198,Deep neural networks for choice analysis: Architecture design with alternative-specific utility functions,['https://github.com/cjsyzwsh/ASU-DNN'],[False],[False],[False],[False],[False],[True]
199,A graph CNN-LSTM neural network for short and long-term traffic forecasting based on trajectory data,['https://github.com/jsebanaz90/TRC_2019_867-SupplementaryMaterials'],[False],[False],[False],[False],[False],[False]
200,Modeling urban taxi services with e-hailings: A queueing network approach,['https://github.com/wenbo-purdue-git/isttt-23-taxi-system-modeling-'],[False],[False],[{}],[{}],[{}],[False]
201,Yard crane and AGV scheduling in automated container terminal: A multi-robot task allocation framework,['https://github.com/xchChen/CACSP_ADMM'],[False],[False],[False],[False],[False],[False]
202,Estimating aircraft drag polar using open flight surveillance data and a stochastic total energy model,"['https://github.com/tudelft-cns-atm/bluesky', 'https://github.com/junzis/openap']","[False, False]","[False, False]","[True, True]","[False, False]","[False, False]","[False, True]"
203,"Day-to-day dynamic traffic assignment with imperfect information, bounded rationality and information sharing",['https://github.com/DrKeHan/DTD'],[False],[False],[False],[False],[False],[True]
204,Evaluation and prediction of transportation resilience under extreme weather events: A diffusion graph convolutional approach,['https://github.com/Charles117/resilience_shenzhen'],[False],[False],[True],[True],[False],[True]
205,Integrated route choice and assignment model for fixed and flexible public transport systems,['https://github.com/Jishnuns/IntegratedFixedFlexibleRouteChoiceAssignment'],['Repo not found'],['Repo not found'],['Repo not found'],['Repo not found'],['Repo not found'],['Repo not found']
206,Learning traffic as a graph: A gated graph wavelet recurrent neural network for network-scale traffic prediction,"['https://github.com/zhiyongc/Seattle-Loop-Data', 'https://github.com/FelixOpolka/STGCN-PyTorch']","[False, False]","[False, False]","[False, True]","[False, False]","[False, False]","[False, False]"
207,A deep convolutional neural network based approach for vehicle classification using large-scale GPS trajectory data,['https://github.com/sinadabiri/CATT-DL-Vehicle-Classifcation-GPS'],[False],[False],[False],[False],[False],[True]
208,Region-wide congestion prediction and control using deep learning,['https://github.com/sudatta0993/Dynamic-Congestion-Prediction'],[False],[False],[True],[False],[False],[True]
209,Graph Markov network for traffic forecasting with missing data,['https://github.com/liyaguang/DCRNN'],[False],[False],[True],[True],[False],[True]
210,Differential variable speed limits control for freeway recurrent bottlenecks via deep actor-critic algorithm,['https://github.com/Kaimaoge/SUMO-DVSL'],[False],[False],[True],[True],[False],[True]
211,A nonconvex low-rank tensor completion model for spatiotemporal traffic data imputation,['https://github.com/xinychen/transdim'],[False],[False],[True],[False],[True],[True]
212,Integrated vehicle assignment and routing for system-optimal shared mobility planning with endogenous road congestion,['https://github.com/TonyLiu2015/AVRLite'],[False],[False],[{}],[{}],[{}],[False]
213,Macroscopic parking dynamics modeling and optimal real-time pricing considering cruising-for-parking,['https://github.com/ZiyuanGu/macroscopic-parking-modeling-and-pricing'],[False],[False],[False],[False],[False],[False]
214,Deep neural networks for choice analysis: Extracting complete economic information for interpretation,['https://github.com/cjsyzwsh/dnn-for-economic-information'],[False],[False],[False],[False],[False],[False]
215,Stacked bidirectional and unidirectional LSTM recurrent neural network for forecasting network-wide traffic state with missing values,"['https://github.com/zhiyongc/Seattle-Loop-Data', 'https://github.com/liyaguang/DCRNN']","[False, False]","[False, False]","[False, True]","[False, True]","[False, False]","[False, True]"
216,Forecast network-wide traffic states for multiple steps ahead: A deep learning approach considering dynamic non-local spatial correlation and non-stationary temporal dependency,"['https://github.com/VeritasYin/STGCN_IJCAI-18', 'https://github.com/xlwang233/STSeq2Seq', 'https://github.com/liyaguang/DCRNN', 'https://github.com/nnzhan/Graph-WaveNet']","[False, False, False, False]","[False, False, False, False]","[True, True, True, True]","[False, True, True, False]","[False, False, False, False]","[True, True, True, True]"
217,Estimating multi-class dynamic origin-destination demand through a forward-backward algorithm on computational graphs,['https://github.com/Lemma1/MAC-POSTS'],[False],[False],[False],[False],[False],[False]
218,Parking search caused congestion: Where's all the fuss?,['https://github.com/amillb/pgMapMatch'],[False],[False],[True],[True],[False],[True]
219,Modeling user interaction with app-based reward system: A graphical model approach integrated with max-margin learning,['https://github.com/feng-jings/LDTmodel'],[False],[False],[False],[False],[False],[False]
220,The multiple flying sidekicks traveling salesman problem with variable drone speeds,['https://github.com/optimatorlab/mFSTSP-VDS'],[False],[False],[True],[True],[False],[True]
221,Estimating latent demand of shared mobility through censored Gaussian Processes,['https://github.com/DanieleGammelli/CensoredGP'],[False],[False],[True],[False],[True],[True]
222,Synthesizing neighborhood preferences for automated vehicles,['https://github.com/nacici/AV-preference-synthesizing'],[False],[False],[True],[True],[True],[True]
223,A compact and scalable representation of network traffic dynamics using shapes and its applications,['https://github.com/Panchamy/3D-Partitioning'],[False],[False],[{}],[{}],[{}],[False]
224,Modeling epidemic spreading through public transit using time-varying encounter network,['https://github.com/mbc96325/Epidemic-spreading-model-on-public-transit'],[False],[False],[False],[False],[False],[False]
225,Simulation-based optimization of toll pricing in large-scale urban networks using the network fundamental diagram: A cross-comparison of methods,['https://github.com/meeadsaberi/dynamel'],[False],[False],[True],[False],[False],[True]
226,"Simulation of price, customer behaviour and system impact for a cost-covering automated taxi system in Zurich","['https://github.com/eqasim-org/eqasim-java', 'https://github.com/matsim-org/pt2matsim']","[False, False]","[False, False]","[True, True]","[False, False]","[False, False]","[False, False]"
227,Domain adaptation from daytime to nighttime: A situation-sensitive vehicle detection and traffic flow parameter estimation framework,"['https://github.com/andrewssobral/bgslibrary', 'https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix']","[False, False]","[False, False]","[True, True]","[False, True]","[False, True]","[False, True]"
228,From Twitter to traffic predictor: Next-day morning traffic prediction using social media data,['https://github.com/twintproject/twint'],[False],[False],[True],[True],[False],[False]
229,Aircraft taxi time prediction: Feature importance and their implications,['https://github.com/gm-tools/gm-tools'],[False],[False],[False],[False],[False],[False]
230,A formulation of the relaxation phenomenon for lane changing dynamics in an arbitrary car following model,['https://github.com/ronan-keane/havsim'],['Repo not found'],['Repo not found'],['Repo not found'],['Repo not found'],['Repo not found'],['Repo not found']
231,Demand control model with combinatorial incentives and surcharges for one-way carsharing operation,['https://github.com/wangleicuail/EVsharingBasicData'],[False],[False],[False],[False],[False],[False]
232,The association between crashes and safety-critical events: Synthesized evidence from crash reports and naturalistic driving data among commercial truck drivers,['https://github.com/caimiao0714/Github-SCE-crash'],[False],[False],[False],[False],[False],[False]
233,ResLogit: A residual neural network logit model for data-driven choice modelling,['https://github.com/LiTrans/reslogit-example'],[False],[False],[False],[False],[False],[False]
234,Why did you predict that? Towards explainable artificial neural networks for travel demand analysis,['https://github.com/The-Ahmad/explainable_anns_for_travel_demand_analysis'],[False],[False],[False],[False],[False],[False]
235,Multistep traffic forecasting by dynamic graph convolution: Interpretations of real-time spatial correlations,['https://github.com/RomainLITUD/DGCN_traffic_forecasting'],[False],[False],[True],[True],[True],[True]
236,Deep survival analysis of searching for on-street parking in urban areas,['https://github.com/jaredleekatzman/DeepSurv'],[False],[False],[True],[True],[False],[True]
237,Scalable low-rank tensor learning for spatiotemporal traffic data imputation,['https://github.com/xinychen/transdim'],[False],[False],[True],[False],[True],[True]
238,Real-time spatiotemporal prediction and imputation of traffic status based on LSTM and Graph Laplacian regularized matrix factorization,['https://github.com/Vadermit/TransPAI'],[False],[False],[True],[False],[True],[True]
239,Ridesharing user equilibrium with nodal matching cost and its implications for congestion tolling and platform pricing,['https://github.com/bstabler/TransportationNetworks'],[False],[False],[True],[False],[True],[True]
240,Unravelling System Optimums by trajectory data analysis and machine learning,['https://github.com/licit-lab/Open-SymuVia'],[False],[False],[True],[False],[False],[False]
241,Social welfare maximizing fleet charging scheduling through voting-based negotiation,['https://github.com/openplans/Leaflet'],[False],[False],[True],[False],[False],[False]
242,FADS: A framework for autonomous drone safety using temporal logic-based trajectory planning,['https://github.com/yashpant/FlyByLogic'],[False],[False],[True],[False],[False],[True]
243,Offline map matching using time-expanded graph for low-frequency data,['https://github.com/Turbo87/utm'],[False],[False],[True],[False],[False],[False]
244,Pedestrian intention prediction: A convolutional bottom-up multi-task approach,['https://github.com/HaziqRazali/Pedestrian-Intention-Prediction'],[False],[False],[True],[True],[False],[True]
245,Impacts of subjective evaluations and inertia from existing travel modes on adoption of autonomous mobility-on-demand,['https://github.com/mbc96325/Mixture-logit-model-for-AV-adoption'],[False],[False],[False],[False],[False],[False]
246,A multi-hop control scheme for traffic management,['https://github.com/bstabler/TransportationNetworks'],[False],[False],[True],[False],[True],[True]
247,Synthetic population and travel demand for Paris and Île-de-France based on open and publicly available data,['https://github.com/eqasim-org/ile-de-france'],[False],[False],[True],[False],[False],[False]
248,Equality of opportunity in travel behavior prediction with deep neural networks and discrete choice models,['https://github.com/zhengyunhan/Equality-of-Opportunity-Travel-Behavior'],[False],[False],[{}],[{}],[{}],[False]
249,Terminal area control rules and eVTOL adaptive scheduling model for multi-vertiport system in urban air Mobility,['https://github.com/Amelia55/Adaptive-Control-System-for-UAM'],['Repo not found'],['Repo not found'],['Repo not found'],['Repo not found'],['Repo not found'],['Repo not found']
250,"Generating a synthetic probabilistic daily activity-location schedule using large-scale, long-term and low-frequency smartphone GPS data with limited activity information",['https://github.com/ycui4/Daily-Activity-Location-Schedule-Model'],[False],[False],[False],[False],[False],[False]
251,"Improving the performance of first- and last-mile mobility services through transit coordination, real-time demand prediction, advanced reservations, and trip prioritization",['https://github.com/rgrahn/FMLM'],[False],[False],[True],[False],[True],[False]
252,Optimal station locations for en-route charging of electric vehicles in congested intercity networks: A new problem formulation and exact and approximate partitioning algorithms,['https://github.com/bstabler/TransportationNetworks'],[False],[False],[True],[False],[True],[True]
253,DDP-GCN: Multi-graph convolutional network for spatiotemporal traffic forecasting,"['https://github.com/snu-adsl/ddpgcn-dataset', 'https://github.com/snu-adsl/DDP-GCN']","[False, False]","[False, False]","[False, True]","[False, False]","[False, False]","[False, False]"
254,Decision making of autonomous vehicles in lane change scenarios: Deep reinforcement learning approaches with risk awareness,['https://github.com/YoungYoung619/reinforcement-learning-based-driving-decision-in-Carla'],[False],[False],[False],[True],[False],[True]
255,Study of automated shuttle interactions in city traffic using surrogate measures of safety,['https://github.com/FinestStone/AV-Interactions-City-Traffic'],[False],[False],[True],[False],[True],[True]
256,Gaussian process latent class choice models,"['https://github.com/gsfeir/GBM-LCCM', 'https://github.com/gsfeir/GP-LCCM']","[False, False]","[False, False]","[{}, {}]","[{}, {}]","[{}, {}]","[False, False]"
257,Path-oriented synchronized transit scheduling using time-dependent data,['https://github.com/leeke2/tt-sync-scenarios'],[False],[False],[{}],[{}],[{}],[False]
258,Estimating key traffic state parameters through parsimonious spatial queue models,['https://github.com/ChengTraffic/Polynomial-Arrival-Queue-PAQ'],[False],[False],[{}],[{}],[{}],[False]
259,Predictive and prescriptive performance of bike-sharing demand forecasts for inventory management,['https://github.com/DanieleGammelli/variational-Poisson-rnn'],[False],[False],[True],[True],[False],[True]
260,Impact of connected and autonomous vehicle technology on market penetration and route choices,['https://github.com/bstabler/TransportationNetworks'],[False],[False],[True],[False],[True],[True]
261,The contribution of connected vehicles to network traffic control: A hierarchical approach,"['https://github.com/HossseinMoradi/Project1', 'https://github.com/HossseinMoradi/Project2']","[False, False]","[False, False]","[{}, {}]","[{}, {}]","[{}, {}]","[False, False]"
262,"Significance of low-level control to string stability under adaptive cruise control: Algorithms, theory and experiments",['https://github.com/HaoZhouGT/openpilot'],[False],[False],[True],[True],[False],[False]
263,Traffic volume prediction using aerial imagery and sparse data from road counts,['https://github.com/dingjiansw101/AerialDetection'],[False],[False],[True],[False],[False],[False]
264,Truncated tensor Schatten p-norm based approach for spatiotemporal traffic data imputation with complicated missing patterns,['https://github.com/tongnie/tensorlib'],[False],[False],[True],[False],[True],[True]
265,Incident duration prediction using a bi-level machine learning framework with outlier removal and intra–extra joint optimisation,['https://github.com/Future-Mobility-Lab/bi-level-framework'],[False],[False],[False],[False],[True],[True]
266,Congestion-mitigating MPC design for adaptive cruise control based on Newell's car following model: History outperforms prediction,['https://github.com/HaoZhouGT/openpilot'],[False],[False],[True],[True],[False],[False]
267,Optimizing lane reversals in transportation networks to reduce traffic congestion: A global optimization approach,['https://github.com/salomonw/contraflow-lane-reversal'],[False],[False],[True],[False],[False],[False]
268,Memory-augmented dynamic graph convolution networks for traffic data imputation with diverse missing patterns,"['https://github.com/zhiyongc/Graph-Markov-Network', 'https://github.com/liyaguang/DCRNN']","[False, False]","[False, False]","[True, True]","[True, True]","[True, False]","[True, True]"
269,Predicting the likelihood of airspace user rerouting to mitigate air traffic flow management delay,['https://github.com/ramondalmau/Machine-learning-for-ATFM'],['Repo not found'],['Repo not found'],['Repo not found'],['Repo not found'],['Repo not found'],['Repo not found']
270,Time-of-day pricing for toll roads under traffic demand uncertainties: A distributionally robust simulation-based optimization method,['https://github.com/bstabler/TransportationNetworks'],[False],[False],[True],[False],[True],[True]
271,Joint routing of conventional and range-extended electric vehicles in a large metropolitan network,['https://github.com/AnirudhSubramanyam/REEVRP-Instances'],[False],[False],[False],[False],[False],[False]
272,Traffic prediction using artificial intelligence: Review of recent advances and emerging opportunities,"['https://github.com/lucktroy/DeepST', 'https://github.com/fivethirtyeight/uber-tlc-foil-response', 'https://github.com/ivechan/PVCGNZ', 'https://github.com/ivechan/PVCGN', 'https://github.com/lehaifeng/T-GCN', 'https://github.com/liyaguang/DCRNN', 'https://github.com/zhiyongc/Seattle-Loop-Data', 'https://github.com/numenta/NAB']","['Repo not found', False, 'Repo not found', False, False, False, False, False]","['Repo not found', False, 'Repo not found', False, False, False, False, False]","['Repo not found', False, 'Repo not found', True, True, True, False, True]","['Repo not found', False, 'Repo not found', False, False, True, False, False]","['Repo not found', False, 'Repo not found', False, False, False, False, False]","['Repo not found', False, 'Repo not found', True, False, True, False, True]"
273,A generative car-following model conditioned on driving styles,['https://github.com/Yifanny/Generative_CF_Model_Conditioned_On_DS'],[False],[False],[False],[False],[False],[False]
274,DROP: Deep relocating option policy for optimal ride-hailing vehicle repositioning,['https://github.com/sguo28/DROP_Simulator'],[False],[False],[True],[False],[False],[False]
275,Optimal curbside pricing for managing ride-hailing pick-ups and drop-offs,['https://github.com/jiachaol/BMUE_TRC'],[False],[False],[False],[False],[False],[False]
276,Unboxing the graph: Towards interpretable graph neural networks for transport prediction through neural relational inference,"['https://github.com/MathiasNT/NRI_for_Transport', 'https://github.com/liyaguang/DCRNN']","[False, False]","[False, False]","[True, True]","[True, True]","[True, False]","[True, True]"
277,Improving short-term bike sharing demand forecast through an irregular convolutional neural network,['https://github.com/joeyleehk/IrConv-LSTM'],[False],[False],[True],[False],[False],[True]
278,A deep reinforcement learning approach for solving the Traveling Salesman Problem with Drone,"['https://github.com/JuliaPy/pyjulia', 'https://github.com/pcbouman-eur/TSP-D-Instances']","[False, False]","[False, False]","[True, False]","[False, False]","[False, False]","[True, False]"
279,A deep inverse reinforcement learning approach to route choice modeling with context-dependent rewards,['https://github.com/liangchunyaobing/RCM-AIRL'],[False],[False],[True],[False],[False],[True]
280,Crowdsourced on-demand food delivery: An order batching and assignment algorithm,['https://github.com/micheledsimoni/food_platform_instances'],[False],[False],[False],[False],[False],[False]
281,Information design for Vehicle-to-Vehicle communication,['https://github.com/descon-uccs/gould-trptc-2022'],[False],[False],[True],[True],[False],[True]
282,FitFun: A modelling framework for successfully capturing the functional form and noise of observed traffic flow–density–speed relationships,['https://github.com/danlegend5/FitFun'],[False],[False],[False],[True],[False],[True]
283,A distributionally robust optimization approach for airline integrated recovery under in-flight pandemic transmission risks,['https://github.com/nytimes/covid-19-data'],[False],[False],[True],[False],[False],[False]
284,Correlating sparse sensing for large-scale traffic speed estimation: A Laplacian-enhanced low-rank tensor kriging approach,['https://github.com/tongnie/tensor4kriging'],[False],[False],[False],[False],[True],[True]
285,A novel one-stage approach for pointwise transportation mode identification inspired by point cloud processing,['https://github.com/RadetzkyLi/3P-MSPointNet'],[False],[False],[True],[False],[False],[True]
286,Traffic perception from aerial images using butterfly fields,"['https://github.com/alexandre01/UltimateLabeling', 'https://github.com/vita-epfl/butterflydetector']","[False, False]","[False, False]","[True, True]","[True, False]","[False, True]","[False, True]"
287,Physics-informed neural networks for integrated traffic state and queue profile estimation: A differentiable programming approach on layered computational graphs,['https://github.com/jiawlu/Traffic_State_Estimation-Computational_Graph'],[False],[False],[{}],[{}],[{}],[False]
288,Virtual track networks: A hierarchical modeling framework and open-source tools for simplified and efficient connected and automated mobility (CAM) system design based on general modeling network specification (GMNS),"['https://github.com/asu-trans-ai-lab/Integrated_modeling_GMNS', 'https://github.com/graphhopper/jsprit', 'https://github.com/asu-trans-ai-lab/CAMLite', 'https://github.com/jiawlu/CAMLite', 'https://github.com/zephyr-data-specs/GMNS', 'https://github.com/VROOM-Project/vroom']","[False, False, False, False, False, False]","[False, False, False, False, False, False]","[True, True, {}, False, True, True]","[False, False, {}, False, False, False]","[False, False, {}, False, False, False]","[False, False, False, False, False, False]"
289,Mind the gap: Modelling difference between censored and uncensored electric vehicle charging demand,['https://github.com/fbohu/CensoredTGCN'],[False],[False],[False],[False],[False],[False]
290,Anti-circulant dynamic mode decomposition with sparsity-promoting for highway traffic dynamics analysis,['https://github.com/mcgill-smart-transport/circDMDsp'],[False],[False],[False],[False],[False],[False]
291,"Efficient heuristic methods for berth allocation at multi-line, multi-berth curbside bus stops",['https://github.com/Minyu-Shen/bus_berth_allocation'],[False],[False],[True],[True],[False],[True]
292,A physics-informed Transformer model for vehicle trajectory prediction on highways,['https://github.com/Gengmaosi/PIT-IDM'],[False],[False],[False],[False],[False],[True]
293,A novel spatio-temporal generative inference network for predicting the long-term highway traffic speed,"['https://github.com/zouguojian/STGIN', 'https://github.com/guoshnBJTU/ASTGCN-r-pytorch']","[False, False]","[False, False]","[True, True]","[False, True]","[False, False]","[True, True]"
294,Single-track railway scheduling with a novel gridworld model and scalable deep reinforcement learning,['https://github.com/FeiyuYangAIOptimPlanning/DRLA-eTGM'],[False],[False],[True],[False],[False],[False]
295,OASIS: Optimisation-based Activity Scheduling with Integrated Simultaneous choice dimensions,['https://github.com/transp-or/oasis'],[False],[False],[True],[True],[True],[True]
296,Leveraging ride-hailing services for social good: Fleet optimal routing and system optimal pricing,"['https://github.com/Jimmy-Ke404/ORHP', 'https://github.com/bstabler/TransportationNetworks']","[False, False]","[False, False]","[True, True]","[True, False]","[True, True]","[True, True]"
297,Inferring vehicle spacing in urban traffic from trajectory data,['https://github.com/Yiru-Jiao/DriverSpaceInference'],[False],[False],[True],[False],[True],[True]
298,A two-layer integrated model for cyclist trajectory prediction considering multiple interactions with the environment,['https://github.com/ljq19920202/MotionPrediction_for_bicycles'],[False],[False],[{}],[{}],[{}],[False]
299,Distributed data-driven predictive control for cooperatively smoothing mixed traffic flow,['https://github.com/PREDICT-EPFL/Distributed-DeeP-LCC'],[False],[False],[False],[False],[False],[False]
300,Motion and geometry-related information fusion through a framework for object identification from a moving camera in urban driving scenarios,"['https://github.com/epan-utbm/Semantic-Aware-Object-Identification-in-Urban-Driving-Scenarios', 'https://github.com/epan-utbm/Moving-Object-Detection-Dataset']","[False, False]","[False, False]","[True, True]","[False, False]","[False, False]","[False, False]"
301,Real-time forecasting of driver-vehicle dynamics on 3D roads: A deep-learning framework leveraging Bayesian optimisation,['https://github.com/lpaparusso/DriVe-forecast'],[False],[False],[True],[False],[True],[True]
302,A prediction and behavioural analysis of machine learning methods for modelling travel mode choice,['https://github.com/JoseAngelMartinB/prediction-behavioural-analysis-ml-travel-mode-choice'],[False],[False],[True],[True],[True],[True]
303,Context-aware multi-head self-attentional neural network model for next location prediction,['https://github.com/mie-lab/location-prediction'],[False],[False],[True],[True],[False],[True]
304,Optimal deployment of an equitable CAV platoonable corridor on road networks with mixed traffic flow,"['https://github.com/bstabler/Transportationetworks', 'https://github.com/bstabler/TransportationNetworks']","['Repo not found', False]","['Repo not found', False]","['Repo not found', True]","['Repo not found', False]","['Repo not found', True]","['Repo not found', True]"
305,Towards better traffic volume estimation: Jointly addressing the underdetermination and nonequilibrium problems with correlation-adaptive GNNs,['https://github.com/tongnie/GNN4Flow'],[False],[False],[True],[False],[True],[True]
306,Drone delivery and the value of customer privacy: A discrete choice experiment with U.S. consumers,['https://github.com/aberke/drones-consumer-privacy'],[False],[False],[False],[False],[True],[True]
307,Coordination of drones at scale: Decentralized energy-aware swarm intelligence for spatio-temporal sensing,['https://github.com/epournaras/EPOS'],[False],[False],[True],[True],[False],[False]
308,Estimating network flow and travel behavior using day-to-day system-level data: A computational graph approach,"['https://github.com/pabloguarda/isuelogit', 'https://github.com/pabloguarda/pesuelogit']","[False, False]","[False, False]","[True, True]","[False, True]","[True, True]","[False, False]"
309,Range-constrained traffic assignment for electric vehicles under heterogeneous range anxiety,['https://github.com/zhandongxu/GP_RTAP'],[False],[False],[True],[False],[False],[True]
310,Democratizing traffic control in smart cities,['https://github.com/ethz-coss/voting_traffic'],[False],[False],[True],[False],[False],[True]
311,On the string stability of neural network-based car-following models: A generic analysis framework,['https://github.com/tjzxh/EADC'],[False],[False],[False],[False],[False],[False]
312,A matheuristic for the Two-Echelon Multi-Trip Vehicle Routing Problem with mixed pickup and delivery demand and time windows,['https://github.com/LehmannJonas/2E-MT-VRP-PTW-Instances'],[False],[False],[False],[False],[False],[False]
313,MAST-GNN: A multimodal adaptive spatio-temporal graph neural network for airspace complexity prediction,['https://github.com/LiBiyue/MAST-GNN'],[False],[False],[True],[False],[False],[True]
314,Recovering traffic data from the corrupted noise: A doubly physics-regularized denoising diffusion model,['https://github.com/HDDL/DPRDDM'],[False],[False],[True],[False],[False],[False]
315,A filtering system to solve the large-scale shared autonomous vehicles Dial-a-Ride Problem,['https://github.com/cliu01/Dataset_LSSAVDARP_ClermontFd'],[False],[False],[False],[False],[False],[False]
316,Correcting missingness in passively-generated mobile data with Multi-Task Gaussian Processes,['https://github.com/ekinugurel/GPSImpute'],[False],[False],[True],[False],[False],[False]
317,Quantifying the dynamic predictability of train delay with uncertainty-aware neural networks,['https://github.com/mie-lab/train_delay'],[False],[False],[False],[True],[False],[True]
318,Dynamic vehicle routing problem with drone resupply for same-day delivery,['https://github.com/jcpinap/DTSP-DR'],[False],[False],[False],[False],[False],[False]
319,Multi-view feature engineering for day-to-day joint clustering of multiple traffic datasets,['https://github.com/ashishbhaskar/MCMD'],[False],[False],[True],[True],[False],[False]
320,On non-myopic internal transfers in large-scale ride-pooling systems,['https://github.com/BUILTNYU/ridepooling-with-transfers'],[False],[False],[True],[False],[False],[False]
